ts_iso,energy_uj,delta_uj,power_w
2025-11-18T14:41:08Z,NA,NA,NA
2025-11-18T14:41:10Z,NA,NA,NA
2025-11-18T14:41:12Z,NA,NA,NA
2025-11-18T14:41:13Z,NA,NA,NA
2025-11-18T14:41:15Z,NA,NA,NA
2025-11-18T14:41:16Z,NA,NA,NA
2025-11-18T14:41:18Z,NA,NA,NA
2025-11-18T14:41:19Z,NA,NA,NA
2025-11-18T14:41:21Z,NA,NA,NA
2025-11-18T14:41:22Z,NA,NA,NA
2025-11-18T14:41:24Z,NA,NA,NA
2025-11-18T14:41:25Z,NA,NA,NA
2025-11-18T14:41:27Z,NA,NA,NA
2025-11-18T14:41:28Z,NA,NA,NA
2025-11-18T14:41:30Z,NA,NA,NA
2025-11-18T14:41:31Z,NA,NA,NA
2025-11-18T14:41:33Z,NA,NA,NA
2025-11-18T14:41:35Z,NA,NA,NA
2025-11-18T14:41:36Z,NA,NA,NA
2025-11-18T14:41:38Z,NA,NA,NA
2025-11-18T14:41:39Z,NA,NA,NA
2025-11-18T14:41:41Z,NA,NA,NA
2025-11-18T14:41:42Z,NA,NA,NA
2025-11-18T14:41:44Z,NA,NA,NA
2025-11-18T14:41:46Z,NA,NA,NA
2025-11-18T14:41:47Z,NA,NA,NA
2025-11-18T14:41:49Z,NA,NA,NA
2025-11-18T14:41:51Z,NA,NA,NA
