ts_iso,request_index,latency_ms,status
2025-11-18T14:41:20Z,60,552.443,200
2025-11-18T14:41:20Z,61,297.425,200
2025-11-18T14:41:20Z,62,293.780,200
2025-11-18T14:41:20Z,63,660.886,200
2025-11-18T14:41:20Z,64,730.524,200
2025-11-18T14:41:20Z,65,994.860,200
2025-11-18T14:41:20Z,66,1004.363,200
2025-11-18T14:41:20Z,67,840.335,200
2025-11-18T14:41:21Z,68,612.703,200
2025-11-18T14:41:21Z,69,457.807,200
2025-11-18T14:41:21Z,70,861.928,200
2025-11-18T14:41:21Z,71,451.565,200
2025-11-18T14:41:21Z,72,992.658,200
2025-11-18T14:41:21Z,73,557.819,200
2025-11-18T14:41:21Z,74,729.314,200
2025-11-18T14:41:21Z,75,575.679,200
2025-11-18T14:41:21Z,76,645.514,200
2025-11-18T14:41:21Z,77,642.943,200
2025-11-18T14:41:21Z,78,242.424,200
2025-11-18T14:41:22Z,79,401.062,200
2025-11-18T14:41:22Z,80,325.250,200
2025-11-18T14:41:22Z,81,875.268,200
2025-11-18T14:41:22Z,82,700.752,200
2025-11-18T14:41:22Z,83,1182.958,200
2025-11-18T14:41:22Z,84,871.437,200
2025-11-18T14:41:22Z,85,709.053,200
2025-11-18T14:41:22Z,86,796.280,200
2025-11-18T14:41:22Z,87,554.253,200
2025-11-18T14:41:22Z,88,488.813,200
2025-11-18T14:41:22Z,89,1167.700,200
2025-11-18T14:41:23Z,90,688.376,200
2025-11-18T14:41:23Z,91,906.773,200
2025-11-18T14:41:23Z,92,422.567,200
2025-11-18T14:41:23Z,93,524.124,200
2025-11-18T14:41:23Z,94,368.419,200
2025-11-18T14:41:23Z,95,292.939,200
2025-11-18T14:41:23Z,96,716.344,200
2025-11-18T14:41:23Z,97,697.359,200
2025-11-18T14:41:23Z,98,590.294,200
2025-11-18T14:41:23Z,99,671.758,200
2025-11-18T14:41:23Z,100,444.950,200
2025-11-18T14:41:23Z,101,836.812,200
2025-11-18T14:41:24Z,102,525.527,200
2025-11-18T14:41:24Z,103,431.885,200
2025-11-18T14:41:24Z,104,727.706,200
2025-11-18T14:41:24Z,105,811.354,200
2025-11-18T14:41:24Z,106,1116.291,200
2025-11-18T14:41:24Z,107,660.244,200
2025-11-18T14:41:24Z,108,499.031,200
2025-11-18T14:41:24Z,109,811.385,200
2025-11-18T14:41:24Z,110,430.501,200
2025-11-18T14:41:24Z,111,347.778,200
2025-11-18T14:41:24Z,112,805.095,200
2025-11-18T14:41:25Z,113,583.522,200
2025-11-18T14:41:25Z,114,624.737,200
2025-11-18T14:41:25Z,115,961.892,200
2025-11-18T14:41:25Z,116,563.703,200
2025-11-18T14:41:25Z,117,402.151,200
2025-11-18T14:41:25Z,118,321.008,200
2025-11-18T14:41:25Z,119,729.438,200
2025-11-18T14:41:25Z,120,743.570,200
2025-11-18T14:41:25Z,121,857.499,200
2025-11-18T14:41:25Z,122,771.956,200
2025-11-18T14:41:25Z,123,1098.043,200
2025-11-18T14:41:25Z,124,538.863,200
2025-11-18T14:41:26Z,125,703.834,200
2025-11-18T14:41:26Z,126,293.386,200
2025-11-18T14:41:26Z,127,609.276,200
2025-11-18T14:41:26Z,128,742.941,200
2025-11-18T14:41:26Z,129,322.655,200
2025-11-18T14:41:26Z,130,762.811,200
2025-11-18T14:41:26Z,131,684.541,200
2025-11-18T14:41:26Z,132,767.351,200
2025-11-18T14:41:26Z,133,435.569,200
2025-11-18T14:41:26Z,134,680.604,200
2025-11-18T14:41:26Z,135,433.170,200
2025-11-18T14:41:27Z,136,637.487,200
2025-11-18T14:41:27Z,137,705.801,200
2025-11-18T14:41:27Z,138,1048.691,200
2025-11-18T14:41:27Z,139,791.561,200
2025-11-18T14:41:27Z,140,442.132,200
2025-11-18T14:41:27Z,141,537.050,200
2025-11-18T14:41:27Z,142,1030.846,200
2025-11-18T14:41:27Z,143,528.941,200
2025-11-18T14:41:27Z,144,440.996,200
2025-11-18T14:41:27Z,145,804.063,200
2025-11-18T14:41:27Z,146,1050.434,200
2025-11-18T14:41:28Z,147,268.702,200
2025-11-18T14:41:28Z,148,630.454,200
2025-11-18T14:41:28Z,149,539.162,200
2025-11-18T14:41:28Z,150,809.897,200
2025-11-18T14:41:28Z,151,729.579,200
2025-11-18T14:41:28Z,152,302.710,200
2025-11-18T14:41:28Z,153,665.947,200
2025-11-18T14:41:28Z,154,852.835,200
2025-11-18T14:41:28Z,155,677.511,200
2025-11-18T14:41:28Z,156,597.310,200
2025-11-18T14:41:28Z,157,428.838,200
2025-11-18T14:41:29Z,158,433.026,200
2025-11-18T14:41:29Z,159,922.161,200
2025-11-18T14:41:29Z,160,649.835,200
2025-11-18T14:41:29Z,161,1160.028,200
2025-11-18T14:41:29Z,162,750.305,200
2025-11-18T14:41:29Z,163,320.015,200
2025-11-18T14:41:29Z,164,513.042,200
2025-11-18T14:41:29Z,165,437.426,200
2025-11-18T14:41:29Z,166,332.989,200
2025-11-18T14:41:29Z,167,600.467,200
2025-11-18T14:41:29Z,168,694.214,200
2025-11-18T14:41:29Z,169,790.392,200
2025-11-18T14:41:30Z,170,328.168,200
2025-11-18T14:41:30Z,171,617.193,200
2025-11-18T14:41:30Z,172,1599.159,200
2025-11-18T14:41:30Z,173,520.130,200
2025-11-18T14:41:30Z,174,641.765,200
2025-11-18T14:41:30Z,175,461.502,200
2025-11-18T14:41:30Z,176,619.773,200
2025-11-18T14:41:30Z,177,823.118,200
2025-11-18T14:41:30Z,178,521.642,200
2025-11-18T14:41:30Z,179,812.123,200
2025-11-18T14:41:30Z,180,550.144,200
2025-11-18T14:41:31Z,181,614.066,200
2025-11-18T14:41:31Z,182,293.920,200
2025-11-18T14:41:31Z,183,294.845,200
2025-11-18T14:41:31Z,184,542.463,200
2025-11-18T14:41:31Z,185,904.707,200
2025-11-18T14:41:31Z,186,811.181,200
2025-11-18T14:41:31Z,187,647.839,200
2025-11-18T14:41:31Z,188,660.316,200
2025-11-18T14:41:31Z,189,481.536,200
2025-11-18T14:41:31Z,190,357.731,200
2025-11-18T14:41:31Z,191,665.068,200
2025-11-18T14:41:31Z,192,739.351,200
2025-11-18T14:41:32Z,193,991.474,200
2025-11-18T14:41:32Z,194,627.825,200
2025-11-18T14:41:32Z,195,633.100,200
2025-11-18T14:41:32Z,196,524.255,200
2025-11-18T14:41:32Z,197,525.778,200
2025-11-18T14:41:32Z,198,449.949,200
2025-11-18T14:41:32Z,199,525.621,200
2025-11-18T14:41:32Z,200,655.511,200
2025-11-18T14:41:32Z,201,642.291,200
2025-11-18T14:41:32Z,202,641.484,200
2025-11-18T14:41:32Z,203,843.984,200
2025-11-18T14:41:33Z,204,925.176,200
2025-11-18T14:41:33Z,205,489.976,200
2025-11-18T14:41:33Z,206,509.080,200
2025-11-18T14:41:33Z,207,1036.578,200
2025-11-18T14:41:33Z,208,713.796,200
2025-11-18T14:41:33Z,209,633.022,200
2025-11-18T14:41:33Z,210,700.766,200
2025-11-18T14:41:33Z,211,703.440,200
2025-11-18T14:41:33Z,212,612.326,200
2025-11-18T14:41:33Z,213,743.598,200
2025-11-18T14:41:33Z,214,659.588,200
2025-11-18T14:41:34Z,215,1045.121,200
2025-11-18T14:41:34Z,216,729.019,200
2025-11-18T14:41:34Z,217,1124.607,200
2025-11-18T14:41:34Z,218,802.153,200
2025-11-18T14:41:34Z,219,565.556,200
2025-11-18T14:41:34Z,220,320.201,200
2025-11-18T14:41:34Z,221,332.300,200
2025-11-18T14:41:34Z,222,408.830,200
2025-11-18T14:41:34Z,223,724.845,200
2025-11-18T14:41:34Z,224,962.748,200
2025-11-18T14:41:34Z,225,802.358,200
2025-11-18T14:41:35Z,226,736.308,200
2025-11-18T14:41:35Z,227,482.925,200
2025-11-18T14:41:35Z,228,569.091,200
2025-11-18T14:41:35Z,229,408.262,200
2025-11-18T14:41:35Z,230,326.072,200
2025-11-18T14:41:35Z,231,780.290,200
2025-11-18T14:41:35Z,232,597.128,200
2025-11-18T14:41:35Z,233,991.766,200
2025-11-18T14:41:35Z,234,434.286,200
2025-11-18T14:41:35Z,235,602.526,200
2025-11-18T14:41:35Z,236,372.394,200
2025-11-18T14:41:36Z,237,597.634,200
2025-11-18T14:41:36Z,238,690.740,200
2025-11-18T14:41:36Z,239,790.196,200
2025-11-18T14:41:36Z,240,681.758,200
2025-11-18T14:41:36Z,241,701.673,200
2025-11-18T14:41:36Z,242,582.076,200
2025-11-18T14:41:36Z,243,629.153,200
2025-11-18T14:41:36Z,244,806.367,200
2025-11-18T14:41:36Z,245,548.861,200
2025-11-18T14:41:36Z,246,780.584,200
2025-11-18T14:41:36Z,247,684.099,200
2025-11-18T14:41:36Z,248,681.417,200
2025-11-18T14:41:37Z,249,805.448,200
2025-11-18T14:41:37Z,250,417.656,200
2025-11-18T14:41:37Z,251,413.563,200
2025-11-18T14:41:37Z,252,677.434,200
2025-11-18T14:41:37Z,253,1060.773,200
2025-11-18T14:41:37Z,254,628.128,200
2025-11-18T14:41:37Z,255,802.641,200
2025-11-18T14:41:37Z,256,548.329,200
2025-11-18T14:41:37Z,257,713.487,200
2025-11-18T14:41:37Z,258,488.263,200
2025-11-18T14:41:37Z,259,404.537,200
2025-11-18T14:41:38Z,260,629.610,200
2025-11-18T14:41:38Z,261,795.468,200
2025-11-18T14:41:38Z,262,627.218,200
2025-11-18T14:41:38Z,263,705.683,200
2025-11-18T14:41:38Z,264,779.473,200
2025-11-18T14:41:38Z,265,762.889,200
2025-11-18T14:41:38Z,266,452.214,200
2025-11-18T14:41:38Z,267,670.168,200
2025-11-18T14:41:38Z,268,362.445,200
2025-11-18T14:41:38Z,269,1192.514,200
2025-11-18T14:41:38Z,270,698.381,200
2025-11-18T14:41:39Z,271,783.015,200
2025-11-18T14:41:39Z,272,455.972,200
2025-11-18T14:41:39Z,273,548.337,200
2025-11-18T14:41:39Z,274,471.518,200
2025-11-18T14:41:39Z,275,472.133,200
2025-11-18T14:41:39Z,276,399.817,200
2025-11-18T14:41:39Z,277,496.544,200
2025-11-18T14:41:39Z,278,596.482,200
2025-11-18T14:41:39Z,279,694.852,200
2025-11-18T14:41:39Z,280,1704.864,200
2025-11-18T14:41:39Z,281,539.517,200
2025-11-18T14:41:39Z,282,544.819,200
2025-11-18T14:41:40Z,283,609.605,200
2025-11-18T14:41:40Z,284,774.006,200
2025-11-18T14:41:40Z,285,681.964,200
2025-11-18T14:41:40Z,286,771.722,200
2025-11-18T14:41:40Z,287,806.648,200
2025-11-18T14:41:40Z,288,497.106,200
2025-11-18T14:41:40Z,289,1317.053,200
2025-11-18T14:41:40Z,290,462.821,200
2025-11-18T14:41:40Z,291,828.666,200
2025-11-18T14:41:40Z,292,489.418,200
2025-11-18T14:41:40Z,293,307.538,200
2025-11-18T14:41:41Z,294,324.549,200
2025-11-18T14:41:41Z,295,462.966,200
2025-11-18T14:41:41Z,296,1343.893,200
2025-11-18T14:41:41Z,297,925.008,200
2025-11-18T14:41:41Z,298,835.209,200
2025-11-18T14:41:41Z,299,495.519,200
2025-11-18T14:41:41Z,300,821.883,200
2025-11-18T14:41:41Z,301,500.054,200
2025-11-18T14:41:41Z,302,743.238,200
2025-11-18T14:41:41Z,303,829.788,200
2025-11-18T14:41:41Z,304,501.417,200
2025-11-18T14:41:42Z,305,647.101,200
2025-11-18T14:41:42Z,306,729.374,200
2025-11-18T14:41:42Z,307,914.334,200
2025-11-18T14:41:42Z,308,839.838,200
2025-11-18T14:41:42Z,309,668.176,200
2025-11-18T14:41:42Z,310,488.328,200
2025-11-18T14:41:42Z,311,498.259,200
2025-11-18T14:41:42Z,312,327.418,200
2025-11-18T14:41:42Z,313,429.391,200
2025-11-18T14:41:42Z,314,948.920,200
2025-11-18T14:41:42Z,315,1097.720,200
2025-11-18T14:41:43Z,316,1177.576,200
2025-11-18T14:41:43Z,317,1276.847,200
2025-11-18T14:41:43Z,318,508.519,200
2025-11-18T14:41:43Z,319,503.775,200
2025-11-18T14:41:43Z,320,431.978,200
2025-11-18T14:41:43Z,321,667.796,200
2025-11-18T14:41:43Z,322,817.857,200
2025-11-18T14:41:43Z,323,731.598,200
2025-11-18T14:41:43Z,324,757.154,200
2025-11-18T14:41:44Z,325,356.052,200
2025-11-18T14:41:44Z,326,865.789,200
2025-11-18T14:41:44Z,327,682.620,200
2025-11-18T14:41:44Z,328,920.363,200
2025-11-18T14:41:44Z,329,1069.569,200
2025-11-18T14:41:44Z,330,737.688,200
2025-11-18T14:41:44Z,331,923.968,200
2025-11-18T14:41:44Z,332,1044.599,200
2025-11-18T14:41:44Z,333,425.466,200
2025-11-18T14:41:44Z,334,329.087,200
2025-11-18T14:41:44Z,335,665.864,200
2025-11-18T14:41:45Z,336,620.693,200
2025-11-18T14:41:45Z,337,860.671,200
2025-11-18T14:41:45Z,338,537.496,200
2025-11-18T14:41:45Z,339,862.406,200
2025-11-18T14:41:45Z,340,295.711,200
2025-11-18T14:41:45Z,341,532.657,200
2025-11-18T14:41:45Z,342,1133.199,200
2025-11-18T14:41:45Z,343,788.071,200
2025-11-18T14:41:45Z,344,865.225,200
2025-11-18T14:41:45Z,345,783.062,200
2025-11-18T14:41:45Z,346,502.787,200
2025-11-18T14:41:46Z,347,710.251,200
2025-11-18T14:41:46Z,348,623.498,200
2025-11-18T14:41:46Z,349,698.408,200
2025-11-18T14:41:46Z,350,694.386,200
2025-11-18T14:41:46Z,351,770.981,200
2025-11-18T14:41:46Z,352,691.063,200
2025-11-18T14:41:46Z,353,778.772,200
2025-11-18T14:41:46Z,354,1022.432,200
2025-11-18T14:41:46Z,355,522.652,200
2025-11-18T14:41:46Z,356,537.723,200
2025-11-18T14:41:46Z,357,784.031,200
2025-11-18T14:41:47Z,358,527.948,200
2025-11-18T14:41:47Z,359,885.762,200
2025-11-18T14:41:47Z,360,1066.075,200
2025-11-18T14:41:47Z,361,1061.875,200
2025-11-18T14:41:47Z,362,819.572,200
2025-11-18T14:41:47Z,363,645.250,200
2025-11-18T14:41:47Z,364,408.025,200
2025-11-18T14:41:47Z,365,1113.190,200
2025-11-18T14:41:47Z,366,842.899,200
2025-11-18T14:41:48Z,367,678.943,200
2025-11-18T14:41:48Z,368,642.686,200
2025-11-18T14:41:48Z,369,1029.119,200
2025-11-18T14:41:48Z,370,673.242,200
2025-11-18T14:41:48Z,371,651.684,200
2025-11-18T14:41:48Z,372,729.792,200
2025-11-18T14:41:48Z,373,811.246,200
2025-11-18T14:41:48Z,374,831.070,200
2025-11-18T14:41:48Z,375,299.374,200
2025-11-18T14:41:48Z,376,734.997,200
2025-11-18T14:41:49Z,377,638.499,200
2025-11-18T14:41:49Z,378,551.500,200
2025-11-18T14:41:49Z,379,351.413,200
2025-11-18T14:41:49Z,380,701.422,200
2025-11-18T14:41:49Z,381,888.592,200
2025-11-18T14:41:49Z,382,726.406,200
2025-11-18T14:41:49Z,383,1028.224,200
2025-11-18T14:41:49Z,384,538.368,200
2025-11-18T14:41:49Z,385,1023.285,200
2025-11-18T14:41:49Z,386,683.141,200
2025-11-18T14:41:49Z,387,672.126,200
2025-11-18T14:41:50Z,388,581.569,200
2025-11-18T14:41:50Z,389,877.779,200
2025-11-18T14:41:50Z,390,706.341,200
2025-11-18T14:41:50Z,391,466.384,200
2025-11-18T14:41:50Z,392,744.789,200
2025-11-18T14:41:50Z,393,771.971,200
2025-11-18T14:41:50Z,394,691.143,200
2025-11-18T14:41:50Z,395,691.855,200
2025-11-18T14:41:50Z,396,626.515,200
2025-11-18T14:41:50Z,397,458.557,200
2025-11-18T14:41:50Z,398,375.241,200
2025-11-18T14:41:50Z,399,384.710,200
2025-11-18T14:41:51Z,400,202.371,200
