timestamp,latency_ms,qps
2025-12-01T14:51:57.371288,120.1324,2
2025-12-01T14:51:58.000482,120.6248,2
2025-12-01T14:51:58.625048,116.2279,2
2025-12-01T14:51:59.252617,121.5160,2
2025-12-01T14:51:59.882291,120.7774,2
2025-12-01T14:52:00.525912,134.6173,2
2025-12-01T14:52:01.147315,115.4656,2
2025-12-01T14:52:01.782944,129.8602,2
2025-12-01T14:52:02.412346,120.1622,2
2025-12-01T14:52:03.040818,120.0342,2
2025-12-01T14:52:03.660725,114.3336,2
2025-12-01T14:52:04.283279,116.3914,2
2025-12-01T14:52:04.914618,121.2931,2
2025-12-01T14:52:05.541527,116.4370,2
2025-12-01T14:52:06.163317,115.9673,2
2025-12-01T14:52:06.788082,119.1895,2
2025-12-01T14:52:07.410357,117.4676,2
2025-12-01T14:52:08.032359,116.2965,2
2025-12-01T14:52:08.654728,116.5831,2
2025-12-01T14:52:09.276469,115.2732,2
2025-12-01T14:52:09.903587,121.6502,2
2025-12-01T14:52:10.534958,125.0706,2
2025-12-01T14:52:11.172809,131.2068,2
2025-12-01T14:52:11.801751,122.3176,2
2025-12-01T14:52:12.436222,126.2369,2
2025-12-01T14:52:13.060801,119.1485,2
2025-12-01T14:52:13.683498,117.3651,2
2025-12-01T14:52:14.314147,122.8576,2
2025-12-01T14:52:14.943457,121.1038,2
2025-12-01T14:52:15.583333,131.2370,2
2025-12-01T14:52:16.203269,114.3384,2
2025-12-01T14:52:16.825785,116.7731,2
2025-12-01T14:52:17.458754,125.0043,2
2025-12-01T14:52:18.077661,111.8748,2
2025-12-01T14:52:18.701310,117.6195,2
2025-12-01T14:52:19.331257,117.9261,2
2025-12-01T14:52:19.960607,118.4871,2
2025-12-01T14:52:20.593187,122.4103,2
2025-12-01T14:52:21.210062,110.5685,2
2025-12-01T14:52:21.831879,117.1560,2
2025-12-01T14:52:22.459750,122.4487,2
2025-12-01T14:52:23.081809,114.2805,2
2025-12-01T14:52:23.709690,121.0036,2
2025-12-01T14:52:24.330708,115.7143,2
2025-12-01T14:52:24.951727,115.2334,2
2025-12-01T14:52:25.574213,116.4277,2
2025-12-01T14:52:26.191801,112.0496,2
2025-12-01T14:52:26.813809,115.0379,2
2025-12-01T14:52:27.437915,117.0344,2
2025-12-01T14:52:28.062802,117.6322,2
2025-12-01T14:52:28.686829,114.5000,2
2025-12-01T14:52:29.315204,120.6684,2
2025-12-01T14:52:29.941196,119.1773,6
2025-12-01T14:52:30.234854,116.5252,6
2025-12-01T14:52:30.525932,115.0212,6
2025-12-01T14:52:30.817909,113.6227,6
2025-12-01T14:52:31.111501,116.9395,6
2025-12-01T14:52:31.404594,115.3083,6
2025-12-01T14:52:31.690526,113.6496,6
2025-12-01T14:52:31.986613,124.1045,6
2025-12-01T14:52:32.278517,119.0481,6
2025-12-01T14:52:32.567920,116.5850,6
2025-12-01T14:52:32.854516,113.9722,6
2025-12-01T14:52:33.141592,115.0448,6
2025-12-01T14:52:33.429591,116.0719,6
2025-12-01T14:52:33.711882,110.6720,6
2025-12-01T14:52:34.034086,112.0322,6
2025-12-01T14:52:34.322088,115.1648,6
2025-12-01T14:52:34.613352,117.5694,6
2025-12-01T14:52:34.908966,117.2118,6
2025-12-01T14:52:35.203008,118.6218,6
2025-12-01T14:52:35.490838,115.2618,6
2025-12-01T14:52:35.778883,115.8111,6
2025-12-01T14:52:36.063110,112.4928,6
2025-12-01T14:52:36.347873,112.8631,6
2025-12-01T14:52:36.631964,112.4244,6
2025-12-01T14:52:36.917532,113.8747,6
2025-12-01T14:52:37.202021,112.7865,6
2025-12-01T14:52:37.490425,113.1520,6
2025-12-01T14:52:37.786877,121.3405,6
2025-12-01T14:52:38.072249,113.5466,6
2025-12-01T14:52:38.359446,115.5202,6
2025-12-01T14:52:38.647710,115.7165,6
2025-12-01T14:52:38.931707,112.3054,6
2025-12-01T14:52:39.223505,120.0213,6
2025-12-01T14:52:39.509864,114.5833,6
2025-12-01T14:52:39.798059,115.8843,6
2025-12-01T14:52:40.092152,117.0404,6
2025-12-01T14:52:40.383444,118.3875,6
2025-12-01T14:52:40.670134,114.6915,6
2025-12-01T14:52:40.959304,115.8206,6
2025-12-01T14:52:41.249703,116.6494,6
2025-12-01T14:52:41.540076,117.0695,6
2025-12-01T14:52:41.830841,116.3745,6
2025-12-01T14:52:42.120014,117.1253,6
2025-12-01T14:52:42.409543,116.2763,6
2025-12-01T14:52:42.703314,121.6004,6
2025-12-01T14:52:42.991405,114.9938,6
2025-12-01T14:52:43.279475,115.8242,6
2025-12-01T14:52:43.570775,118.8269,6
2025-12-01T14:52:43.860146,117.6839,6
2025-12-01T14:52:44.145829,112.5567,6
2025-12-01T14:52:44.439497,115.7773,6
2025-12-01T14:52:44.732287,119.4024,6
2025-12-01T14:52:45.026839,122.1662,6
2025-12-01T14:52:45.317840,117.5508,6
2025-12-01T14:52:45.606102,114.4826,6
2025-12-01T14:52:45.893528,115.6609,6
2025-12-01T14:52:46.178719,113.3709,6
2025-12-01T14:52:46.462556,112.0272,6
2025-12-01T14:52:46.751178,115.4613,6
2025-12-01T14:52:47.043370,115.9115,6
2025-12-01T14:52:47.331501,115.5214,6
2025-12-01T14:52:47.615587,112.0715,6
2025-12-01T14:52:47.906866,117.4984,6
2025-12-01T14:52:48.231137,150.1362,6
2025-12-01T14:52:48.532636,122.6575,6
2025-12-01T14:52:48.822378,116.7793,6
2025-12-01T14:52:49.110195,116.1907,6
2025-12-01T14:52:49.402746,116.8563,6
2025-12-01T14:52:49.707045,129.5652,6
2025-12-01T14:52:49.996559,115.8442,6
2025-12-01T14:52:50.320005,150.2550,6
2025-12-01T14:52:50.611868,115.0835,6
2025-12-01T14:52:50.901859,114.6908,6
2025-12-01T14:52:51.190913,116.5948,6
2025-12-01T14:52:51.483423,120.0037,6
2025-12-01T14:52:51.778630,122.5491,6
2025-12-01T14:52:52.073928,119.4568,6
2025-12-01T14:52:52.369670,121.3956,6
2025-12-01T14:52:52.658971,116.6184,6
2025-12-01T14:52:52.946604,115.5138,6
2025-12-01T14:52:53.238891,118.0055,6
2025-12-01T14:52:53.531377,118.4244,6
2025-12-01T14:52:53.817454,114.3484,6
2025-12-01T14:52:54.102044,112.7846,6
2025-12-01T14:52:54.384784,110.8959,6
2025-12-01T14:52:54.675457,117.9729,6
2025-12-01T14:52:54.963669,115.8171,6
2025-12-01T14:52:55.248939,113.6327,6
2025-12-01T14:52:55.545651,124.8031,6
2025-12-01T14:52:55.835425,116.5719,6
2025-12-01T14:52:56.120576,112.5262,6
2025-12-01T14:52:56.404868,111.7249,6
2025-12-01T14:52:56.691888,114.3591,6
2025-12-01T14:52:56.979180,114.8882,6
2025-12-01T14:52:57.266090,115.1943,6
2025-12-01T14:52:57.556865,118.7732,6
2025-12-01T14:52:57.856781,126.7126,6
2025-12-01T14:52:58.151153,121.5672,6
2025-12-01T14:52:58.439125,114.4254,6
2025-12-01T14:52:58.724069,113.1289,6
2025-12-01T14:52:59.016510,120.3461,6
2025-12-01T14:52:59.304883,116.7297,6
2025-12-01T14:52:59.593066,115.0241,6
2025-12-01T14:52:59.883180,118.0930,6
2025-12-01T14:53:00.176724,120.5475,6
2025-12-01T14:53:00.473080,124.0327,6
2025-12-01T14:53:00.758499,113.6787,6
2025-12-01T14:53:01.046145,115.5450,6
2025-12-01T14:53:01.336498,118.3660,6
2025-12-01T14:53:01.626005,115.9432,6
2025-12-01T14:53:01.914643,115.6385,6
2025-12-01T14:53:02.203136,115.8526,6
2025-12-01T14:53:02.500819,124.3961,6
2025-12-01T14:53:02.796946,122.8638,6
2025-12-01T14:53:03.091005,120.5950,6
2025-12-01T14:53:03.376273,112.6885,6
2025-12-01T14:53:03.666545,118.1483,6
2025-12-01T14:53:03.978318,125.1957,6
2025-12-01T14:53:04.273300,119.4968,6
2025-12-01T14:53:04.570043,119.6103,6
2025-12-01T14:53:04.865363,119.8790,6
2025-12-01T14:53:05.158748,116.6213,6
2025-12-01T14:53:05.459622,124.6729,6
2025-12-01T14:53:05.748110,114.8636,6
2025-12-01T14:53:06.035513,112.5576,6
2025-12-01T14:53:06.344125,134.9223,6
2025-12-01T14:53:06.633972,117.2593,6
2025-12-01T14:53:06.924327,118.3889,6
2025-12-01T14:53:07.210631,113.8670,6
2025-12-01T14:53:07.502102,119.2436,6
2025-12-01T14:53:07.792302,116.9081,6
2025-12-01T14:53:08.084335,116.0276,6
2025-12-01T14:53:08.372638,115.5550,6
2025-12-01T14:53:08.658225,113.5561,6
2025-12-01T14:53:08.944698,114.3053,6
2025-12-01T14:53:09.231962,115.2658,6
2025-12-01T14:53:09.517903,112.2782,6
2025-12-01T14:53:09.807801,116.4432,6
2025-12-01T14:53:10.109499,128.5272,6
2025-12-01T14:53:10.397421,115.9527,6
2025-12-01T14:53:10.680224,110.9557,6
2025-12-01T14:53:10.967412,115.2909,6
2025-12-01T14:53:11.252337,113.0424,6
2025-12-01T14:53:11.537795,113.1620,6
2025-12-01T14:53:11.827679,116.5471,6
2025-12-01T14:53:12.114850,115.0403,6
2025-12-01T14:53:12.404513,117.0859,6
2025-12-01T14:53:12.698719,117.2187,6
2025-12-01T14:53:12.987238,115.4518,6
2025-12-01T14:53:13.282292,118.8650,6
2025-12-01T14:53:13.573558,117.5418,6
2025-12-01T14:53:13.871144,122.1976,6
2025-12-01T14:53:14.161703,117.8424,6
2025-12-01T14:53:14.449875,116.3421,6
2025-12-01T14:53:14.741479,116.6875,6
2025-12-01T14:53:15.039017,124.6586,6
2025-12-01T14:53:15.330332,116.9617,6
2025-12-01T14:53:15.634558,129.0624,6
2025-12-01T14:53:15.926571,116.8597,6
2025-12-01T14:53:16.217365,118.1056,6
2025-12-01T14:53:16.512816,119.8549,6
2025-12-01T14:53:16.798381,113.8244,6
2025-12-01T14:53:17.084317,114.0907,6
2025-12-01T14:53:17.372821,114.4123,6
2025-12-01T14:53:17.665059,117.0216,6
2025-12-01T14:53:17.973655,135.4198,6
2025-12-01T14:53:18.263028,114.1622,6
2025-12-01T14:53:18.566374,127.1122,6
2025-12-01T14:53:18.880033,139.1168,6
2025-12-01T14:53:19.168247,115.5210,6
2025-12-01T14:53:19.458112,117.8372,6
2025-12-01T14:53:19.763254,132.8373,6
2025-12-01T14:53:20.087174,151.2258,6
2025-12-01T14:53:20.380048,120.3549,6
2025-12-01T14:53:20.678523,125.0033,6
2025-12-01T14:53:20.995321,143.6951,6
2025-12-01T14:53:21.320053,150.9674,6
2025-12-01T14:53:21.621662,125.9818,6
2025-12-01T14:53:21.914467,118.8483,6
2025-12-01T14:53:22.202322,114.9728,6
2025-12-01T14:53:22.500461,123.9858,6
2025-12-01T14:53:22.819082,143.3356,6
2025-12-01T14:53:23.130480,137.9542,6
2025-12-01T14:53:23.425379,120.0542,6
2025-12-01T14:53:23.728788,126.5864,6
2025-12-01T14:53:24.020358,118.6340,6
2025-12-01T14:53:24.310111,117.9118,6
2025-12-01T14:53:24.603193,119.1936,6
2025-12-01T14:53:24.926551,150.4688,6
2025-12-01T14:53:25.212418,113.2343,6
2025-12-01T14:53:25.509786,124.5060,6
2025-12-01T14:53:25.798615,116.9784,6
2025-12-01T14:53:26.099500,126.4179,6
2025-12-01T14:53:26.411020,134.8927,6
2025-12-01T14:53:26.712913,129.1308,6
2025-12-01T14:53:27.011526,123.6947,6
2025-12-01T14:53:27.311267,124.7051,6
2025-12-01T14:53:27.620206,133.6625,6
2025-12-01T14:53:27.927372,133.7504,6
2025-12-01T14:53:28.232188,131.7699,6
2025-12-01T14:53:28.532679,125.7131,6
2025-12-01T14:53:28.854603,148.9363,6
2025-12-01T14:53:29.147052,119.1132,6
2025-12-01T14:53:29.443722,123.8098,6
2025-12-01T14:53:29.733814,116.2457,3
2025-12-01T14:53:30.188054,114.6722,3
2025-12-01T14:53:30.651795,123.9057,3
2025-12-01T14:53:31.116056,121.4416,3
2025-12-01T14:53:31.579340,122.0615,3
2025-12-01T14:53:32.043642,123.6260,3
2025-12-01T14:53:32.511908,125.1128,3
2025-12-01T14:53:32.986668,132.6060,3
2025-12-01T14:53:33.459249,129.5445,3
2025-12-01T14:53:33.936863,135.7651,3
2025-12-01T14:53:34.397547,118.9663,3
2025-12-01T14:53:34.864621,125.9589,3
2025-12-01T14:53:35.323042,119.1039,3
2025-12-01T14:53:35.782271,114.7859,3
2025-12-01T14:53:36.250870,128.3529,3
2025-12-01T14:53:36.710751,116.7014,3
2025-12-01T14:53:37.168937,118.0716,3
2025-12-01T14:53:37.645022,133.4605,3
2025-12-01T14:53:38.103424,116.7145,3
2025-12-01T14:53:38.566094,121.1879,3
2025-12-01T14:53:39.025931,117.6641,3
2025-12-01T14:53:39.498988,127.8043,3
2025-12-01T14:53:39.962071,118.2449,3
2025-12-01T14:53:40.427894,123.4472,3
2025-12-01T14:53:40.889290,116.3001,3
2025-12-01T14:53:41.356748,122.7036,3
2025-12-01T14:53:41.820271,122.7636,3
2025-12-01T14:53:42.290743,127.7153,3
2025-12-01T14:53:42.756014,120.2736,3
2025-12-01T14:53:43.213890,117.6147,3
2025-12-01T14:53:43.670797,117.1515,3
2025-12-01T14:53:44.130537,118.0079,3
2025-12-01T14:53:44.602795,126.3936,3
2025-12-01T14:53:45.066020,121.6784,3
2025-12-01T14:53:45.528965,120.7657,3
2025-12-01T14:53:45.997246,125.0079,3
2025-12-01T14:53:46.479623,139.2324,3
2025-12-01T14:53:46.962444,138.6142,3
2025-12-01T14:53:47.427806,124.5017,3
2025-12-01T14:53:47.892634,122.7162,3
2025-12-01T14:53:48.352565,117.7797,3
2025-12-01T14:53:48.824602,128.4571,3
2025-12-01T14:53:49.286795,118.3238,3
2025-12-01T14:53:49.750300,119.1008,3
2025-12-01T14:53:50.211408,118.0418,3
2025-12-01T14:53:50.674487,120.4858,3
2025-12-01T14:53:51.138921,119.8728,3
2025-12-01T14:53:51.609550,130.8525,3
2025-12-01T14:53:52.080441,126.1561,3
2025-12-01T14:53:52.558753,131.7997,3
2025-12-01T14:53:53.020539,119.6179,3
2025-12-01T14:53:53.485120,120.0271,3
2025-12-01T14:53:53.951941,122.0722,3
2025-12-01T14:53:54.411899,119.4928,3
2025-12-01T14:53:54.879281,126.9689,3
2025-12-01T14:53:55.356751,133.0450,3
2025-12-01T14:53:55.830411,130.5287,3
2025-12-01T14:53:56.291697,118.4125,3
2025-12-01T14:53:56.746428,114.9726,3
2025-12-01T14:53:57.207524,120.9669,3
2025-12-01T14:53:57.680271,129.0746,3
2025-12-01T14:53:58.140542,121.4311,3
2025-12-01T14:53:58.602797,122.0779,3
2025-12-01T14:53:59.060024,117.1565,3
2025-12-01T14:53:59.522572,119.7965,3
2025-12-01T14:53:59.986309,118.1679,3
2025-12-01T14:54:00.450962,124.2278,3
2025-12-01T14:54:00.910603,117.2752,3
2025-12-01T14:54:01.366863,116.0929,3
2025-12-01T14:54:01.829894,121.6707,3
2025-12-01T14:54:02.298434,128.6688,3
2025-12-01T14:54:02.770632,128.0551,3
2025-12-01T14:54:03.229138,118.6113,3
2025-12-01T14:54:03.696844,123.3470,3
2025-12-01T14:54:04.159730,120.7678,3
2025-12-01T14:54:04.618061,117.7061,3
2025-12-01T14:54:05.082734,125.1967,3
2025-12-01T14:54:05.544579,122.2291,3
2025-12-01T14:54:06.009054,122.4577,3
2025-12-01T14:54:06.465028,116.2066,3
2025-12-01T14:54:06.918896,114.5296,3
2025-12-01T14:54:07.372560,114.9533,3
2025-12-01T14:54:07.832322,121.3229,3
2025-12-01T14:54:08.291339,115.5980,3
2025-12-01T14:54:08.752314,119.2753,3
2025-12-01T14:54:09.211120,117.5778,3
2025-12-01T14:54:09.678092,125.5982,3
2025-12-01T14:54:10.135068,115.0982,3
2025-12-01T14:54:10.597434,121.3858,3
2025-12-01T14:54:11.058763,120.8611,3
2025-12-01T14:54:11.513460,114.6531,3
2025-12-01T14:54:11.975385,117.0442,3
2025-12-01T14:54:12.435446,116.1783,3
2025-12-01T14:54:12.917974,138.8590,3
2025-12-01T14:54:13.390440,130.3601,3
2025-12-01T14:54:13.859463,125.3126,3
2025-12-01T14:54:14.323808,119.7779,3
2025-12-01T14:54:14.799768,130.8041,3
2025-12-01T14:54:15.276842,134.2859,3
2025-12-01T14:54:15.746532,126.8072,3
2025-12-01T14:54:16.206726,121.2211,3
2025-12-01T14:54:16.662046,116.5421,3
2025-12-01T14:54:17.130900,126.1556,3
2025-12-01T14:54:17.605053,130.0735,3
2025-12-01T14:54:18.068247,117.8896,3
2025-12-01T14:54:18.527716,119.2017,3
2025-12-01T14:54:18.990740,118.4814,3
2025-12-01T14:54:19.452987,118.9418,3
2025-12-01T14:54:19.929705,135.6246,3
2025-12-01T14:54:20.387380,116.5657,3
2025-12-01T14:54:20.849292,119.6146,3
2025-12-01T14:54:21.307982,117.4755,3
2025-12-01T14:54:21.770495,123.1134,3
2025-12-01T14:54:22.233716,119.3237,3
2025-12-01T14:54:22.697193,117.3053,3
2025-12-01T14:54:23.157244,117.6524,3
2025-12-01T14:54:23.617315,118.3643,3
2025-12-01T14:54:24.073207,116.8659,3
2025-12-01T14:54:24.537144,122.8585,3
2025-12-01T14:54:25.000082,122.1969,3
2025-12-01T14:54:25.473622,132.2281,3
2025-12-01T14:54:25.935377,119.2796,3
2025-12-01T14:54:26.391215,116.8430,3
2025-12-01T14:54:26.848670,115.8273,3
2025-12-01T14:54:27.311934,123.7617,3
2025-12-01T14:54:27.771195,119.1235,3
2025-12-01T14:54:28.231532,118.1419,3
2025-12-01T14:54:28.686582,115.3088,3
2025-12-01T14:54:29.149884,118.8145,3
2025-12-01T14:54:29.605878,116.3123,20
2025-12-01T14:54:29.792662,126.6348,20
2025-12-01T14:54:29.980295,129.7622,20
2025-12-01T14:54:30.155062,118.8495,20
2025-12-01T14:54:30.330654,119.6940,20
2025-12-01T14:54:30.507080,118.3603,20
2025-12-01T14:54:30.681457,118.3653,20
2025-12-01T14:54:30.856537,118.8803,20
2025-12-01T14:54:31.031898,117.6999,20
2025-12-01T14:54:31.207752,119.4136,20
2025-12-01T14:54:31.380370,116.4689,20
2025-12-01T14:54:31.556599,120.1589,20
2025-12-01T14:54:31.731884,118.7165,20
2025-12-01T14:54:31.911267,122.9203,20
2025-12-01T14:54:32.086520,117.2085,20
2025-12-01T14:54:32.272908,129.3116,20
2025-12-01T14:54:32.444834,116.1087,20
2025-12-01T14:54:32.615724,114.6646,20
2025-12-01T14:54:32.792246,119.6170,20
2025-12-01T14:54:32.986395,138.0110,20
2025-12-01T14:54:33.163267,120.7192,20
2025-12-01T14:54:33.343011,123.9126,20
2025-12-01T14:54:33.523124,124.2671,20
2025-12-01T14:54:33.748674,169.0547,20
2025-12-01T14:54:33.951602,145.0768,20
2025-12-01T14:54:34.133192,125.3581,20
2025-12-01T14:54:34.314787,124.2120,20
2025-12-01T14:54:34.499202,128.2980,20
2025-12-01T14:54:34.678227,119.3647,20
2025-12-01T14:54:34.864395,130.4758,20
2025-12-01T14:54:35.040737,120.4622,20
2025-12-01T14:54:35.216254,119.6344,20
2025-12-01T14:54:35.390190,117.9960,20
2025-12-01T14:54:35.561049,114.7959,20
2025-12-01T14:54:35.732083,115.1028,20
2025-12-01T14:54:35.919031,128.2113,20
2025-12-01T14:54:36.096788,121.5332,20
2025-12-01T14:54:36.268355,115.3421,20
2025-12-01T14:54:36.440264,115.9465,20
2025-12-01T14:54:36.614957,118.8092,20
2025-12-01T14:54:36.788530,117.5802,20
2025-12-01T14:54:36.967030,122.1137,20
2025-12-01T14:54:37.148384,125.1693,20
2025-12-01T14:54:37.326197,122.0701,20
2025-12-01T14:54:37.506956,122.3555,20
2025-12-01T14:54:37.684147,121.1178,20
2025-12-01T14:54:37.869226,128.0439,20
2025-12-01T14:54:38.046476,116.4098,20
2025-12-01T14:54:38.232723,124.4566,20
2025-12-01T14:54:38.411669,123.2312,20
2025-12-01T14:54:38.588404,116.9853,20
2025-12-01T14:54:38.775494,125.5510,20
2025-12-01T14:54:38.962077,129.6544,20
2025-12-01T14:54:39.132489,112.0999,20
2025-12-01T14:54:39.312653,123.1842,20
2025-12-01T14:54:39.484314,115.8457,20
2025-12-01T14:54:39.653665,114.0604,20
2025-12-01T14:54:39.829861,114.4154,20
2025-12-01T14:54:40.007007,120.5146,20
2025-12-01T14:54:40.185367,121.8095,20
2025-12-01T14:54:40.372296,131.4049,20
2025-12-01T14:54:40.553006,124.2373,20
2025-12-01T14:54:40.733454,124.4617,20
2025-12-01T14:54:40.906520,117.1367,20
2025-12-01T14:54:41.078920,115.0458,20
2025-12-01T14:54:41.257814,119.6306,20
2025-12-01T14:54:41.434035,117.9626,20
2025-12-01T14:54:41.613468,121.7160,20
2025-12-01T14:54:41.794266,124.7873,20
2025-12-01T14:54:41.982519,131.4588,20
2025-12-01T14:54:42.156554,117.6069,20
2025-12-01T14:54:42.333125,120.8720,20
2025-12-01T14:54:42.504495,116.2145,20
2025-12-01T14:54:42.679001,116.9717,20
2025-12-01T14:54:42.853525,118.3829,20
2025-12-01T14:54:43.027366,116.3003,20
2025-12-01T14:54:43.217445,132.7338,20
2025-12-01T14:54:43.391793,116.9057,20
2025-12-01T14:54:43.582018,133.6145,20
2025-12-01T14:54:43.769923,126.1837,20
2025-12-01T14:54:43.972263,142.8664,20
2025-12-01T14:54:44.161534,130.7564,20
2025-12-01T14:54:44.349798,126.6346,20
2025-12-01T14:54:44.526982,121.0477,20
2025-12-01T14:54:44.715397,129.2138,20
2025-12-01T14:54:44.904373,131.5930,20
2025-12-01T14:54:45.088081,127.7988,20
2025-12-01T14:54:45.258636,113.6825,20
2025-12-01T14:54:45.441692,124.2585,20
2025-12-01T14:54:45.612727,115.0072,20
2025-12-01T14:54:45.788919,120.3008,20
2025-12-01T14:54:45.962400,117.0824,20
2025-12-01T14:54:46.132342,114.3119,20
2025-12-01T14:54:46.302536,113.6973,20
2025-12-01T14:54:46.481459,120.8873,20
2025-12-01T14:54:46.650721,113.5061,20
2025-12-01T14:54:46.824646,114.8117,20
2025-12-01T14:54:46.997571,116.3850,20
2025-12-01T14:54:47.165044,112.2684,20
2025-12-01T14:54:47.337978,113.2770,20
2025-12-01T14:54:47.505106,111.9051,20
2025-12-01T14:54:47.672889,112.8190,20
2025-12-01T14:54:47.847548,119.2603,20
2025-12-01T14:54:48.025975,119.5288,20
2025-12-01T14:54:48.213465,131.3157,20
2025-12-01T14:54:48.390642,120.4445,20
2025-12-01T14:54:48.568104,116.4122,20
2025-12-01T14:54:48.747703,123.0130,20
2025-12-01T14:54:48.925371,120.7983,20
2025-12-01T14:54:49.104907,118.8698,20
2025-12-01T14:54:49.280780,119.2806,20
2025-12-01T14:54:49.467657,128.5899,20
2025-12-01T14:54:49.645185,121.1193,20
2025-12-01T14:54:49.822229,116.7953,20
2025-12-01T14:54:50.005770,127.1913,20
2025-12-01T14:54:50.195592,131.3436,20
2025-12-01T14:54:50.368053,116.0004,20
2025-12-01T14:54:50.556861,132.2820,20
2025-12-01T14:54:50.727753,114.8822,20
2025-12-01T14:54:50.907751,118.5672,20
2025-12-01T14:54:51.083247,119.3604,20
2025-12-01T14:54:51.255218,115.8237,20
2025-12-01T14:54:51.434966,123.6150,20
2025-12-01T14:54:51.604774,114.5589,20
2025-12-01T14:54:51.786985,122.9753,20
2025-12-01T14:54:51.969095,125.5922,20
2025-12-01T14:54:52.142468,117.0149,20
2025-12-01T14:54:52.326241,127.2950,20
2025-12-01T14:54:52.509584,122.3421,20
2025-12-01T14:54:52.684010,118.3462,20
2025-12-01T14:54:52.856242,116.2210,20
2025-12-01T14:54:53.027077,115.5996,20
2025-12-01T14:54:53.206470,122.0713,20
2025-12-01T14:54:53.390138,124.2762,20
2025-12-01T14:54:53.564964,118.4680,20
2025-12-01T14:54:53.745340,118.7408,20
2025-12-01T14:54:53.929319,124.5587,20
2025-12-01T14:54:54.107915,122.3180,20
2025-12-01T14:54:54.278587,114.7940,20
2025-12-01T14:54:54.458443,123.2944,20
2025-12-01T14:54:54.629186,113.6227,20
2025-12-01T14:54:54.802608,117.3255,20
2025-12-01T14:54:54.977822,114.8646,20
2025-12-01T14:54:55.156798,117.6436,20
2025-12-01T14:54:55.332657,114.7752,20
2025-12-01T14:54:55.513639,122.7403,20
2025-12-01T14:54:55.688997,118.6543,20
2025-12-01T14:54:55.862402,117.6531,20
2025-12-01T14:54:56.039616,119.0357,20
2025-12-01T14:54:56.210291,114.2569,20
2025-12-01T14:54:56.384663,117.4576,20
2025-12-01T14:54:56.558862,116.7626,20
2025-12-01T14:54:56.739419,122.7782,20
2025-12-01T14:54:56.908872,114.0213,20
2025-12-01T14:54:57.078732,114.2132,20
2025-12-01T14:54:57.257830,123.5487,20
2025-12-01T14:54:57.432558,118.8374,20
2025-12-01T14:54:57.605208,117.7356,20
2025-12-01T14:54:57.784687,123.0514,20
2025-12-01T14:54:57.955654,115.5169,20
2025-12-01T14:54:58.127871,115.4852,20
2025-12-01T14:54:58.302260,117.8617,20
2025-12-01T14:54:58.483709,124.8367,20
2025-12-01T14:54:58.673363,129.1227,20
2025-12-01T14:54:58.858861,127.9011,20
2025-12-01T14:54:59.039657,120.6808,20
2025-12-01T14:54:59.215597,117.3072,20
2025-12-01T14:54:59.394036,121.7220,20
2025-12-01T14:54:59.578866,126.5700,1
2025-12-01T14:55:00.710462,120.8839,1
2025-12-01T14:55:01.848816,129.9191,1
2025-12-01T14:55:02.975044,118.3457,1
2025-12-01T14:55:04.099450,117.6219,1
2025-12-01T14:55:05.225114,118.7918,1
2025-12-01T14:55:06.367291,133.1995,1
2025-12-01T14:55:07.491308,117.3410,1
2025-12-01T14:55:08.619602,122.0415,1
2025-12-01T14:55:09.743316,116.2903,1
